rank,transformed_feature,mean_absolute_shap_value
1374,DeviceInfo_LT22i Build/6.2.A.1.100,0.0
1375,DeviceInfo_LT30p,0.0
1376,DeviceInfo_Le,0.0
1377,DeviceInfo_Le X520 Build/IEXCNFN5902303111S,0.0
1378,DeviceInfo_Lenovo,0.0
1379,DeviceInfo_Lenovo A2016b30 Build/MRA58K,0.0
1380,DeviceInfo_Lenovo A6020l37 Build/LMY47V,0.0
1381,DeviceInfo_Lenovo K33b36 Build/MMB29M,0.0
1382,DeviceInfo_Lenovo K33b36 Build/NRD90N,0.0
1383,DeviceInfo_Lenovo PB1-750M Build/S100,0.0
1384,DeviceInfo_Lenovo PB2-650Y Build/MRA58K,0.0
1385,DeviceInfo_Lenovo PB2-670Y Build/MRA58K,0.0
1386,DeviceInfo_Lenovo TAB 2 A7-30GC Build/KOT49H,0.0
1387,DeviceInfo_Lenovo TB-7703X Build/S100,0.0
1388,DeviceInfo_Lenovo TB-X103F Build/LenovoTB-X103F,0.0
1389,DeviceInfo_Lenovo TB2-X30F Build/LenovoTB2-X30F,0.0
1390,DeviceInfo_Lenovo TB3-710F Build/LRX21M,0.0
1391,DeviceInfo_Lenovo TB3-710I Build/LMY47I,0.0
1392,DeviceInfo_Lenovo YT3-850F Build/MMB29M,0.0
1393,DeviceInfo_Lenovo YT3-850M Build/MMB29M,0.0
1394,DeviceInfo_Lenovo YT3-X50F Build/MMB29M,0.0
1395,DeviceInfo_Lenovo-A6020l36 Build/LMY47V,0.0
1396,DeviceInfo_LenovoA3300-GV Build/JDQ39,0.0
1397,DeviceInfo_Linux,0.0
1398,DeviceInfo_Linux i686,0.0
1399,DeviceInfo_Linux x86_64,0.0
1400,DeviceInfo_M4,0.0
1401,DeviceInfo_M4 SS4450 Build/MRA58K,0.0
1402,DeviceInfo_M4 SS4451 Build/LMY47D,0.0
1403,DeviceInfo_M4 SS4452 Build/LMY47V,0.0
1404,DeviceInfo_M4 SS4453 Build/MMB29M,0.0
1405,DeviceInfo_M4 SS4456 Build/LMY47V,0.0
1406,DeviceInfo_M4 SS4457 Build/MRA58K,0.0
1407,DeviceInfo_M4 SS4458 Build/MMB29M,0.0
1408,DeviceInfo_M431,0.0
1409,DeviceInfo_MAGNO,0.0
1410,DeviceInfo_MALC,0.0
1411,DeviceInfo_MAMI,0.0
1412,DeviceInfo_MDDRJS,0.0
1413,DeviceInfo_ME173X,0.0
1414,DeviceInfo_ME301T,0.0
1415,DeviceInfo_MHA-L09 Build/HUAWEIMHA-L09,0.0
1416,DeviceInfo_MHA-L29 Build/HUAWEIMHA-L29,0.0
1417,DeviceInfo_MI,0.0
1418,DeviceInfo_MI MAX 2 Build/NMF26F,0.0
1419,DeviceInfo_MOT-A6020l37 Build/LMY47V,0.0
1420,DeviceInfo_MYA-L03 Build/HUAWEIMYA-L03,0.0
1421,DeviceInfo_MYA-L11,0.0
1422,DeviceInfo_MYA-L13 Build/HUAWEIMYA-L13,0.0
1423,DeviceInfo_MYA-L23,0.0
1424,DeviceInfo_MacOS,0.0
1425,DeviceInfo_Max,0.0
1426,DeviceInfo_Mi,0.0
1427,DeviceInfo_Mi A1 Build/N2G47H,0.0
1428,DeviceInfo_Mi A1 Build/OPR1.170623.026,0.0
1429,DeviceInfo_Microsoft,0.0
1430,DeviceInfo_Minion_Tab,0.0
1431,DeviceInfo_Mobiistar_LAI_Yuna_X,0.0
1432,DeviceInfo_Moto,0.0
1433,DeviceInfo_Moto C Build/NRD90M.046,0.0
1434,DeviceInfo_Moto C Build/NRD90M.050,0.0
1435,DeviceInfo_Moto C Build/NRD90M.054,0.0
1436,DeviceInfo_Moto C Build/NRD90M.063,0.0
1437,DeviceInfo_Moto C Plus Build/NRD90M.05.022,0.0
1438,DeviceInfo_Moto C Plus Build/NRD90M.05.034,0.0
1439,DeviceInfo_Moto E (4) Build/NCQ26.69-56,0.0
1440,DeviceInfo_Moto E (4) Build/NDQS26.69-23-2-3,0.0
1441,DeviceInfo_Moto E (4) Build/NMA26.42-11-3,0.0
1442,DeviceInfo_Moto E (4) Build/NMA26.42-19,0.0
1443,DeviceInfo_Moto E (4) Build/NMA26.42-69,0.0
1444,DeviceInfo_Moto E (4) Plus Build/NMA26.42-11-3,0.0
1445,DeviceInfo_Moto E (4) Plus Build/NMA26.42-142,0.0
1446,DeviceInfo_Moto E (4) Plus Build/NMA26.42-69,0.0
1447,DeviceInfo_Moto G (4) Build/NPJ25.93-14,0.0
1448,DeviceInfo_Moto G (4) Build/NPJ25.93-14.5,0.0
1449,DeviceInfo_Moto G (4) Build/NPJ25.93-14.7,0.0
1450,DeviceInfo_Moto G (4) Build/NPJS25.93-14-10,0.0
1451,DeviceInfo_Moto G (4) Build/NPJS25.93-14-13,0.0
1452,DeviceInfo_Moto G (4) Build/NPJS25.93-14-15,0.0
1453,DeviceInfo_Moto G (4) Build/NPJS25.93-14-8,0.0
1454,DeviceInfo_Moto G (4) Build/NPJS25.93-14-8.1-4,0.0
1455,DeviceInfo_Moto G (5) Build/NPP25.137-15,0.0
1456,DeviceInfo_Moto G (5) Build/NPP25.137-38,0.0
1457,DeviceInfo_Moto G (5) Build/NPP25.137-72,0.0
1458,DeviceInfo_Moto G (5) Build/NPP25.137-82,0.0
1459,DeviceInfo_Moto G (5) Build/NPP25.137-93,0.0
1460,DeviceInfo_Moto G (5) Build/NPPS25.137-15-11,0.0
1461,DeviceInfo_Moto G (5) Build/NPPS25.137-93-4,0.0
1462,DeviceInfo_Moto G (5) Plus Build/NPN25.137-15,0.0
1463,DeviceInfo_Moto G (5) Plus Build/NPN25.137-72,0.0
1464,DeviceInfo_Moto G (5) Plus Build/NPN25.137-82,0.0
1465,DeviceInfo_Moto G (5) Plus Build/NPN25.137-83,0.0
1466,DeviceInfo_Moto G (5) Plus Build/NPN25.137-92,0.0
1467,DeviceInfo_Moto G (5) Plus Build/NPNS25.137-15-11,0.0
1468,DeviceInfo_Moto G (5) Plus Build/NPNS25.137-92-4,0.0
1469,DeviceInfo_Moto G (5S,0.0
1470,DeviceInfo_Moto G Play Build/MPIS24.241-15.3-26,0.0
1471,DeviceInfo_Moto G Play Build/MPIS24.241-15.3-7,0.0
1472,DeviceInfo_Moto G Play Build/NJH47F,0.0
1473,DeviceInfo_Moto G Play Build/NPI26.48-36,0.0
1474,DeviceInfo_Moto G Play Build/NPIS26.48-36-2,0.0
1475,DeviceInfo_Moto X Play Build/NPD26.48-24-1,0.0
1476,DeviceInfo_Moto Z (2,0.0
1477,DeviceInfo_Moto Z2 Play Build/NPS26.118-19,0.0
1478,DeviceInfo_Moto Z2 Play Build/NPS26.74-16-1,0.0
1479,DeviceInfo_Moto Z2 Play Build/NPSS26.118-19-11,0.0
1480,DeviceInfo_Moto Z2 Play Build/NPSS26.118-19-14,0.0
1481,DeviceInfo_Moto Z2 Play Build/NPSS26.118-19-4,0.0
1482,DeviceInfo_Moto Z2 Play Build/NPSS26.118-19-6,0.0
1483,DeviceInfo_MotoE2 Build/LPCS23.13-56-5,0.0
1484,DeviceInfo_MotoE2(4G-LTE,0.0
1485,DeviceInfo_MotoG3,0.0
1486,DeviceInfo_MotoG3 Build/MPI24.65-25,0.0
1487,DeviceInfo_MotoG3 Build/MPI24.65-25.1,0.0
1488,DeviceInfo_MotoG3 Build/MPI24.65-33.1-2,0.0
1489,DeviceInfo_MotoG3 Build/MPIS24.107-55-2-17,0.0
1490,DeviceInfo_MotoG3 Build/MPIS24.65-25.1-19,0.0
1491,DeviceInfo_MotoG3 Build/MPIS24.65-33.1-2-16,0.0
1492,DeviceInfo_MotoG3-TE,0.0
1493,DeviceInfo_MotoG3-TE Build/MPDS24.65-33-1-3,0.0
1494,DeviceInfo_MotoG3-TE Build/MPDS24.65-33-1-30,0.0
1495,DeviceInfo_N817,0.0
1496,DeviceInfo_N9136,0.0
1497,DeviceInfo_NEM-L51 Build/HONORNEM-L51,0.0
1498,DeviceInfo_NOKIA,0.0
1499,DeviceInfo_NX16A8116KP,0.0
1500,DeviceInfo_NX521J,0.0
1501,DeviceInfo_NX785QC8G,0.0
1502,DeviceInfo_NXA116QC164,0.0
1503,DeviceInfo_NXA8QC116,0.0
1504,DeviceInfo_NYX_A1,0.0
1505,DeviceInfo_Neffos C5 Build/LMY47D,0.0
1506,DeviceInfo_Neffos X1 Max Build/NRD90M,0.0
1507,DeviceInfo_NetHelper70,0.0
1508,DeviceInfo_Nexus,0.0
1509,DeviceInfo_Nexus 5 Build/M4B30Z,0.0
1510,DeviceInfo_Nexus 5X Build/OPM3.171019.013,0.0
1511,DeviceInfo_Nexus 6 Build/MOB30M,0.0
1512,DeviceInfo_Nexus 6 Build/N6F27M,0.0
1513,DeviceInfo_Nexus 6P Build/OPR5.170623.011,0.0
1514,DeviceInfo_Nexus 6P Build/OPR5.170623.014,0.0
1515,DeviceInfo_O1,0.0
1516,DeviceInfo_ONE,0.0
1517,DeviceInfo_ONE A2003 Build/MMB29M,0.0
1518,DeviceInfo_ONE A2005 Build/MMB29M,0.0
1519,DeviceInfo_ONE TOUCH 4016A Build/JDQ39,0.0
1520,DeviceInfo_ONE TOUCH 4033A Build/JDQ39,0.0
1521,DeviceInfo_ONEPLUS,0.0
1522,DeviceInfo_ONEPLUS A5000 Build/NMF26X,0.0
1523,DeviceInfo_Origins,0.0
1524,DeviceInfo_P008 Build/NRD90M,0.0
1525,DeviceInfo_P00C,0.0
1526,DeviceInfo_P027,0.0
1527,DeviceInfo_P4526A Build/NRD90M,0.0
1528,DeviceInfo_P5006A,0.0
1529,DeviceInfo_P5006A Build/NRD90M,0.0
1530,DeviceInfo_P5026A,0.0
1531,DeviceInfo_P5046A,0.0
1532,DeviceInfo_P5526A Build/NRD90M,0.0
1533,DeviceInfo_PE-TL10,0.0
1534,DeviceInfo_PH-1,0.0
1535,DeviceInfo_PLAYTAB,0.0
1536,DeviceInfo_PLE-701L,0.0
1537,DeviceInfo_PLK-L01 Build/HONORPLK-L01,0.0
1538,DeviceInfo_PLUS,0.0
1539,DeviceInfo_PMID7102DC,0.0
1540,DeviceInfo_PRA-LX1 Build/HUAWEIPRA-LX1,0.0
1541,DeviceInfo_PRA-LX3 Build/HUAWEIPRA-LX3,0.0
1542,DeviceInfo_PSPC550 Build/LMY47D,0.0
1543,DeviceInfo_Pixel,0.0
1544,DeviceInfo_Pixel 2 Build/OPM1.171019.011,0.0
1545,DeviceInfo_Pixel 2 Build/OPM1.171019.019,0.0
1546,DeviceInfo_Pixel 2 Build/OPM1.171019.021,0.0
1547,DeviceInfo_Pixel 2 Build/OPM2.171019.016,0.0
1548,DeviceInfo_Pixel 2 XL Build/OPM1.171019.011,0.0
1549,DeviceInfo_Pixel 2 XL Build/OPM1.171019.013,0.0
1550,DeviceInfo_Pixel 2 XL Build/OPM1.171019.021,0.0
1551,DeviceInfo_Pixel Build/OPM1.171019.011,0.0
1552,DeviceInfo_Pixel Build/OPM1.171019.012,0.0
1553,DeviceInfo_Pixel Build/OPM1.171019.016,0.0
1554,DeviceInfo_Pixel Build/OPR3.170623.013,0.0
1555,DeviceInfo_Pixel XL Build/OPM1.171019.011,0.0
1556,DeviceInfo_Pixel XL Build/OPM1.171019.016,0.0
1557,DeviceInfo_Pixel XL Build/OPM1.171019.021,0.0
1558,DeviceInfo_QMV7A,0.0
1559,DeviceInfo_QTAIR7 Build/LMY47D,0.0
1560,DeviceInfo_QTAQZ3 Build/KOT49H,0.0
1561,DeviceInfo_QTAQZ3 Build/LMY47V,0.0
1562,DeviceInfo_QTASUN1,0.0
1563,DeviceInfo_QTASUN1 Build/NRD90M,0.0
1564,DeviceInfo_QwestIE8,0.0
1565,DeviceInfo_R1,0.0
1566,DeviceInfo_R8106,0.0
1567,DeviceInfo_RCT6203W46 Build/KOT49H,0.0
1568,DeviceInfo_RCT6223W87,0.0
1569,DeviceInfo_RCT6303W87M7 Build/MRA58K,0.0
1570,DeviceInfo_RCT6513W87 Build/MRA58K,0.0
1571,DeviceInfo_RCT6773W22B,0.0
1572,DeviceInfo_RCT6K03W13,0.0
1573,DeviceInfo_RCT6S03W12,0.0
1574,DeviceInfo_REVVLPLUS,0.0
1575,DeviceInfo_REX,0.0
1576,DeviceInfo_RNE-L03 Build/HUAWEIRNE-L03,0.0
1577,DeviceInfo_RS988,0.0
1578,DeviceInfo_RS988 Build/MMB29M,0.0
1579,DeviceInfo_Redmi,0.0
1580,DeviceInfo_Redmi 3S Build/MMB29M,0.0
1581,DeviceInfo_Redmi 4A Build/MMB29M,0.0
1582,DeviceInfo_Redmi 4A Build/N2G47H,0.0
1583,DeviceInfo_Redmi 4X Build/N2G47H,0.0
1584,DeviceInfo_Redmi 5 Plus Build/N2G47H,0.0
1585,DeviceInfo_Redmi Note 3 Build/MMB29M,0.0
1586,DeviceInfo_Redmi Note 4 Build/MMB29M,0.0
1587,DeviceInfo_Redmi Note 4 Build/NRD90M,0.0
1588,DeviceInfo_Robin,0.0
1589,DeviceInfo_S.N.O.W.4,0.0
1590,DeviceInfo_S57 Build/KTU84P,0.0
1591,DeviceInfo_S60 Build/MMB29M,0.0
1592,DeviceInfo_S6000,0.0
1593,DeviceInfo_S70V,0.0
1594,DeviceInfo_SAMSUNG,0.0
1595,DeviceInfo_SAMSUNG SM-A300H Build/LRX22G,0.0
1596,DeviceInfo_SAMSUNG SM-A310F Build/NRD90M,0.0
1597,DeviceInfo_SAMSUNG SM-A310M Build/LMY47X,0.0
1598,DeviceInfo_SAMSUNG SM-A320FL Build/NRD90M,0.0
1599,DeviceInfo_SAMSUNG SM-A320Y Build/NRD90M,0.0
1600,DeviceInfo_SAMSUNG SM-A510F Build/NRD90M,0.0
1601,DeviceInfo_SAMSUNG SM-A510M Build/MMB29K,0.0
1602,DeviceInfo_SAMSUNG SM-A510M Build/NRD90M,0.0
1603,DeviceInfo_SAMSUNG SM-A520F Build/NRD90M,0.0
1604,DeviceInfo_SAMSUNG SM-A720F Build/NRD90M,0.0
1605,DeviceInfo_SAMSUNG SM-A730F Build/NMF26X,0.0
1606,DeviceInfo_SAMSUNG SM-G530H Build/LRX22G,0.0
1607,DeviceInfo_SAMSUNG SM-G530T Build/LMY47X,0.0
1608,DeviceInfo_SAMSUNG SM-G531H Build/LMY48B,0.0
1609,DeviceInfo_SAMSUNG SM-G532M Build/MMB29T,0.0
1610,DeviceInfo_SAMSUNG SM-G550T1 Build/MMB29K,0.0
1611,DeviceInfo_SAMSUNG SM-G570M Build/MMB29K,0.0
1612,DeviceInfo_SAMSUNG SM-G570M Build/NRD90M,0.0
1613,DeviceInfo_SAMSUNG SM-G610M Build/MMB29K,0.0
1614,DeviceInfo_SAMSUNG SM-G610M Build/NRD90M,0.0
1615,DeviceInfo_SAMSUNG SM-G800F Build/MMB29K,0.0
1616,DeviceInfo_SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G,0.0
1617,DeviceInfo_SAMSUNG SM-G890A Build/NRD90M,0.0
1618,DeviceInfo_SAMSUNG SM-G891A Build/NRD90M,0.0
1619,DeviceInfo_SAMSUNG SM-G892A Build/NRD90M,0.0
1620,DeviceInfo_SAMSUNG SM-G900A Build/MMB29M,0.0
1621,DeviceInfo_SAMSUNG SM-G900F Build/MMB29M,0.0
1622,DeviceInfo_SAMSUNG SM-G900I Build/MMB29M,0.0
1623,DeviceInfo_SAMSUNG SM-G900M Build/LRX21T,0.0
1624,DeviceInfo_SAMSUNG SM-G900T Build/MMB29M,0.0
1625,DeviceInfo_SAMSUNG SM-G903F Build/MMB29K,0.0
1626,DeviceInfo_SAMSUNG SM-G920A Build/NRD90M,0.0
1627,DeviceInfo_SAMSUNG SM-G920F Build/LRX22G,0.0
1628,DeviceInfo_SAMSUNG SM-G920F Build/NRD90M,0.0
1629,DeviceInfo_SAMSUNG SM-G920I Build/NRD90M,0.0
1630,DeviceInfo_SAMSUNG SM-G920P Build/NRD90M,0.0
1631,DeviceInfo_SAMSUNG SM-G920T Build/NRD90M,0.0
1632,DeviceInfo_SAMSUNG SM-G925F Build/NRD90M,0.0
1633,DeviceInfo_SAMSUNG SM-G925I Build/NRD90M,0.0
1634,DeviceInfo_SAMSUNG SM-G925P Build/MMB29K,0.0
1635,DeviceInfo_SAMSUNG SM-G925P Build/NRD90M,0.0
1636,DeviceInfo_SAMSUNG SM-G925T Build/NRD90M,0.0
1637,DeviceInfo_SAMSUNG SM-G928G Build/NRD90M,0.0
1638,DeviceInfo_SAMSUNG SM-G930A Build/NRD90M,0.0
1639,DeviceInfo_SAMSUNG SM-G930F Build/NRD90M,0.0
1640,DeviceInfo_SAMSUNG SM-G930P Build/NRD90M,0.0
1641,DeviceInfo_SAMSUNG SM-G930R4 Build/NRD90M,0.0
1642,DeviceInfo_SAMSUNG SM-G930T Build/NRD90M,0.0
1643,DeviceInfo_SAMSUNG SM-G935A Build/NRD90M,0.0
1644,DeviceInfo_SAMSUNG SM-G935F Build/MMB29K,0.0
1645,DeviceInfo_SAMSUNG SM-G935F Build/NRD90M,0.0
1646,DeviceInfo_SAMSUNG SM-G935P Build/NRD90M,0.0
1647,DeviceInfo_SAMSUNG SM-G935T Build/NRD90M,0.0
1648,DeviceInfo_SAMSUNG SM-G950F Build/NRD90M,0.0
1649,DeviceInfo_SAMSUNG SM-G950F Build/R16NW,0.0
1650,DeviceInfo_SAMSUNG SM-G950U Build/NRD90M,0.0
1651,DeviceInfo_SAMSUNG SM-G950U Build/R16NW,0.0
1652,DeviceInfo_SAMSUNG SM-G950U1 Build/NRD90M,0.0
1653,DeviceInfo_SAMSUNG SM-G955F Build/NRD90M,0.0
1654,DeviceInfo_SAMSUNG SM-G955U Build/NRD90M,0.0
1655,DeviceInfo_SAMSUNG SM-G955U Build/R16NW,0.0
1656,DeviceInfo_SAMSUNG SM-G9600 Build/R16NW,0.0
1657,DeviceInfo_SAMSUNG SM-J111M Build/LMY47V,0.0
1658,DeviceInfo_SAMSUNG SM-J120H Build/LMY47V,0.0
1659,DeviceInfo_SAMSUNG SM-J320F Build/LMY47V,0.0
1660,DeviceInfo_SAMSUNG SM-J320FN Build/LMY47V,0.0
1661,DeviceInfo_SAMSUNG SM-J320M Build/LMY47V,0.0
1662,DeviceInfo_SAMSUNG SM-J327A Build/NRD90M,0.0
1663,DeviceInfo_SAMSUNG SM-J327P Build/MMB29M,0.0
1664,DeviceInfo_SAMSUNG SM-J327T Build/NRD90M,0.0
1665,DeviceInfo_SAMSUNG SM-J327T1 Build/NRD90M,0.0
1666,DeviceInfo_SAMSUNG SM-J500FN Build/MMB29M,0.0
1667,DeviceInfo_SAMSUNG SM-J500M Build/LMY48B,0.0
1668,DeviceInfo_SAMSUNG SM-J500M Build/MMB29M,0.0
1669,DeviceInfo_SAMSUNG SM-J510MN Build/MMB29M,0.0
1670,DeviceInfo_SAMSUNG SM-J530F Build/NRD90M,0.0
1671,DeviceInfo_SAMSUNG SM-J530GM Build/NRD90M,0.0
1672,DeviceInfo_SAMSUNG SM-J700M Build/LMY48B,0.0
1673,DeviceInfo_SAMSUNG SM-J700M Build/MMB29K,0.0
1674,DeviceInfo_SAMSUNG SM-J700T Build/NMF26X,0.0
1675,DeviceInfo_SAMSUNG SM-J700T1 Build/NMF26X,0.0
1676,DeviceInfo_SAMSUNG SM-J701M Build/NRD90M,0.0
1677,DeviceInfo_SAMSUNG SM-J710MN Build/MMB29K,0.0
1678,DeviceInfo_SAMSUNG SM-J710MN Build/NRD90M,0.0
1679,DeviceInfo_SAMSUNG SM-J727T1 Build/NRD90M,0.0
1680,DeviceInfo_SAMSUNG SM-J730GM Build/NRD90M,0.0
1681,DeviceInfo_SAMSUNG SM-N900T Build/LRX21V,0.0
1682,DeviceInfo_SAMSUNG SM-N900W8 Build/LRX21V,0.0
1683,DeviceInfo_SAMSUNG SM-N910A Build/MMB29M,0.0
1684,DeviceInfo_SAMSUNG SM-N920A Build/NRD90M,0.0
1685,DeviceInfo_SAMSUNG SM-N920P Build/NRD90M,0.0
1686,DeviceInfo_SAMSUNG SM-N920T Build/NRD90M,0.0
1687,DeviceInfo_SAMSUNG SM-N920V Build/NRD90M,0.0
1688,DeviceInfo_SAMSUNG SM-N950F Build/NMF26X,0.0
1689,DeviceInfo_SAMSUNG SM-N950U Build/NMF26X,0.0
1690,DeviceInfo_SAMSUNG SM-N950U1 Build/NMF26X,0.0
1691,DeviceInfo_SAMSUNG SM-P580 Build/NRD90M,0.0
1692,DeviceInfo_SAMSUNG SM-S727VL Build/MMB29M,0.0
1693,DeviceInfo_SAMSUNG SM-T530NU Build/LRX22G,0.0
1694,DeviceInfo_SAMSUNG SM-T550 Build/NMF26X,0.0
1695,DeviceInfo_SAMSUNG SM-T580 Build/NRD90M,0.0
1696,DeviceInfo_SAMSUNG SM-T587P Build/NRD90M,0.0
1697,DeviceInfo_SAMSUNG SM-T710 Build/NRD90M,0.0
1698,DeviceInfo_SAMSUNG SM-T800 Build/MMB29K,0.0
1699,DeviceInfo_SAMSUNG SM-T810 Build/NRD90M,0.0
1700,DeviceInfo_SAMSUNG SM-T813 Build/NRD90M,0.0
1701,DeviceInfo_SAMSUNG-SGH-I337,0.0
1702,DeviceInfo_SAMSUNG-SGH-I337 Build/KOT49H,0.0
1703,DeviceInfo_SAMSUNG-SGH-I497,0.0
1704,DeviceInfo_SAMSUNG-SGH-I537,0.0
1705,DeviceInfo_SAMSUNG-SM-G530AZ Build/LMY48B,0.0
1706,DeviceInfo_SAMSUNG-SM-G870A,0.0
1707,DeviceInfo_SAMSUNG-SM-G870A Build/MMB29M,0.0
1708,DeviceInfo_SAMSUNG-SM-G890A,0.0
1709,DeviceInfo_SAMSUNG-SM-G890A Build/MMB29K,0.0
1710,DeviceInfo_SAMSUNG-SM-G890A Build/NRD90M,0.0
1711,DeviceInfo_SAMSUNG-SM-G891A Build/NRD90M,0.0
1712,DeviceInfo_SAMSUNG-SM-G900A,0.0
1713,DeviceInfo_SAMSUNG-SM-G900A Build/LMY47X,0.0
1714,DeviceInfo_SAMSUNG-SM-G900A Build/LRX21T,0.0
1715,DeviceInfo_SAMSUNG-SM-G900A Build/MMB29M,0.0
1716,DeviceInfo_SAMSUNG-SM-G920A Build/MMB29K,0.0
1717,DeviceInfo_SAMSUNG-SM-G920A Build/NRD90M,0.0
1718,DeviceInfo_SAMSUNG-SM-G925A,0.0
1719,DeviceInfo_SAMSUNG-SM-G925A Build/MMB29K,0.0
1720,DeviceInfo_SAMSUNG-SM-G925A Build/NRD90M,0.0
1721,DeviceInfo_SAMSUNG-SM-G928A Build/NRD90M,0.0
1722,DeviceInfo_SAMSUNG-SM-G930A,0.0
1723,DeviceInfo_SAMSUNG-SM-G930A Build/NRD90M,0.0
1724,DeviceInfo_SAMSUNG-SM-G930AZ,0.0
1725,DeviceInfo_SAMSUNG-SM-G935A,0.0
1726,DeviceInfo_SAMSUNG-SM-G935A Build/NRD90M,0.0
1727,DeviceInfo_SAMSUNG-SM-J120A,0.0
1728,DeviceInfo_SAMSUNG-SM-J320A Build/MMB29K,0.0
1729,DeviceInfo_SAMSUNG-SM-J320A Build/NMF26X,0.0
1730,DeviceInfo_SAMSUNG-SM-J320AZ,0.0
1731,DeviceInfo_SAMSUNG-SM-J320AZ Build/MMB29K,0.0
1732,DeviceInfo_SAMSUNG-SM-J327A Build/NRD90M,0.0
1733,DeviceInfo_SAMSUNG-SM-J327AZ,0.0
1734,DeviceInfo_SAMSUNG-SM-J727A Build/NRD90M,0.0
1735,DeviceInfo_SAMSUNG-SM-N900A,0.0
1736,DeviceInfo_SAMSUNG-SM-N900A Build/LRX21V,0.0
1737,DeviceInfo_SAMSUNG-SM-N910A,0.0
1738,DeviceInfo_SAMSUNG-SM-N920A,0.0
1739,DeviceInfo_SAMSUNG-SM-N920A Build/NRD90M,0.0
1740,DeviceInfo_SAMSUNG-SM-T337A Build/LMY47X,0.0
1741,DeviceInfo_SAMSUNG-SM-T377A Build/MMB29K,0.0
1742,DeviceInfo_SAMSUNG-SM-T537A,0.0
1743,DeviceInfo_SAMSUNG-SM-T677A,0.0
1744,DeviceInfo_SAMSUNG-SM-T807A,0.0
1745,DeviceInfo_SAMSUNG-SM-T817A,0.0
1746,DeviceInfo_SC-02H,0.0
1747,DeviceInfo_SCH-I435,0.0
1748,DeviceInfo_SCH-I535,0.0
1749,DeviceInfo_SCH-I545 Build/LRX22C,0.0
1750,DeviceInfo_SENS,0.0
1751,DeviceInfo_SGH-I317M,0.0
1752,DeviceInfo_SGH-I337M,0.0
1753,DeviceInfo_SGH-I337M Build/LRX22C,0.0
1754,DeviceInfo_SGH-M919 Build/KTU84P,0.0
1755,DeviceInfo_SGH-M919N,0.0
1756,DeviceInfo_SGH-M919V,0.0
1757,DeviceInfo_SGP511,0.0
1758,DeviceInfo_SGP521,0.0
1759,DeviceInfo_SGP621 Build/23.5.A.1.291,0.0
1760,DeviceInfo_SH-04F,0.0
1761,DeviceInfo_SKY_5.0LM,0.0
1762,DeviceInfo_SLA-L02,0.0
1763,DeviceInfo_SLA-L03 Build/HUAWEISLA-L03,0.0
1764,DeviceInfo_SLA-L22,0.0
1765,DeviceInfo_SLA-L23,0.0
1766,DeviceInfo_SLAY,0.0
1767,DeviceInfo_SM-A300FU Build/MMB29M,0.0
1768,DeviceInfo_SM-A300H,0.0
1769,DeviceInfo_SM-A300H Build/LRX22G,0.0
1770,DeviceInfo_SM-A300M,0.0
1771,DeviceInfo_SM-A310F Build/MMB29K,0.0
1772,DeviceInfo_SM-A310F Build/NRD90M,0.0
1773,DeviceInfo_SM-A310M,0.0
1774,DeviceInfo_SM-A310M Build/LMY47X,0.0
1775,DeviceInfo_SM-A310M Build/NRD90M,0.0
1776,DeviceInfo_SM-A320FL Build/MMB29K,0.0
1777,DeviceInfo_SM-A320FL Build/NRD90M,0.0
1778,DeviceInfo_SM-A320Y,0.0
1779,DeviceInfo_SM-A320Y Build/NRD90M,0.0
1780,DeviceInfo_SM-A500FU,0.0
1781,DeviceInfo_SM-A500FU Build/MMB29M,0.0
1782,DeviceInfo_SM-A500H,0.0
1783,DeviceInfo_SM-A500M Build/KTU84P,0.0
1784,DeviceInfo_SM-A500M Build/LRX22G,0.0
1785,DeviceInfo_SM-A500W,0.0
1786,DeviceInfo_SM-A510F Build/MMB29K,0.0
1787,DeviceInfo_SM-A510F Build/NRD90M,0.0
1788,DeviceInfo_SM-A510M Build/LMY47X,0.0
1789,DeviceInfo_SM-A510M Build/MMB29K,0.0
1790,DeviceInfo_SM-A510M Build/NRD90M,0.0
1791,DeviceInfo_SM-A520F Build/MMB29K,0.0
1792,DeviceInfo_SM-A520F Build/NRD90M,0.0
1793,DeviceInfo_SM-A520W,0.0
1794,DeviceInfo_SM-A520W Build/NRD90M,0.0
1795,DeviceInfo_SM-A530F Build/NMF26X,0.0
1796,DeviceInfo_SM-A710M,0.0
1797,DeviceInfo_SM-A710M Build/LMY47X,0.0
1798,DeviceInfo_SM-A710M Build/NRD90M,0.0
1799,DeviceInfo_SM-A720F Build/MMB29K,0.0
1800,DeviceInfo_SM-A720F Build/NRD90M,0.0
1801,DeviceInfo_SM-A800I,0.0
1802,DeviceInfo_SM-C900F,0.0
1803,DeviceInfo_SM-E500M,0.0
1804,DeviceInfo_SM-E500M Build/KTU84P,0.0
1805,DeviceInfo_SM-E700M,0.0
1806,DeviceInfo_SM-G313ML,0.0
1807,DeviceInfo_SM-G318ML,0.0
1808,DeviceInfo_SM-G350M,0.0
1809,DeviceInfo_SM-G355M Build/KOT49H,0.0
1810,DeviceInfo_SM-G360F,0.0
1811,DeviceInfo_SM-G360M,0.0
1812,DeviceInfo_SM-G360T1 Build/LMY47X,0.0
1813,DeviceInfo_SM-G360V,0.0
1814,DeviceInfo_SM-G360V Build/LMY48B,0.0
